QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
9551ef8b,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: The magnificent frigatebird (fregata magnificens) is a species of seabird that feeds mainly on fish, tuna, squid, and other small sea animals. It is unusual among seabirds in that it doesnÃ¢â‚¬â„¢t dive into the water for prey. One way it acquires food is by using its hook-tipped bill to snatch prey from the surface of the water. Another way it acquires food is by taking it from weaker birds by force. This behavior is known as kleptoparasitism. The student wants to emphasize a similarity between the two ways a magnificent frigatebird acquires food. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
95dbdf51,INFO_IDEAS,Inferences,902D Upper,,"Laura Mulvey has theorized that in narrative film, shots issuing from a protagonistÃ¢â‚¬â„¢s point of view compel viewers to identify with the character. Such identification is heightened by Ã¢â‚¬Å“invisible editing,Ã¢â‚¬Â or editing so inconspicuous that it renders cuts between shots almost unnoticeable. Conversely, Mulvey proposes that conspicuous editing or an absence of point-of-view shots would induce a more critical stance toward a protagonist. Consider, for example, the attic scene in Alfred HitchcockÃ¢â‚¬â„¢s The Birds, a conspicuously edited sequence of tens of shots, few of which correspond to the protagonistÃ¢â‚¬â„¢s point of view. According to MulveyÃ¢â‚¬â„¢s logic, this scene should affect viewers by ______ Which choice most logically completes the text?"
95f037ad,CRAFT,Words in Context,,,"The works of Chicana artist Ester Hernandez are now ______ in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco. Which choice completes the text with the most logical and precise word or phrase?"
9645f55e,CRAFT,Cross-Text Connections,,,"Text 1 For decades, bluegrass musicians have debated whether their genre should exclude influences from mainstream genres such as rock. Many insist that bluegrass is defined by its adherence to the folk music of the US South, out of which bluegrass emerged. Such Ã¢â‚¬Å“purists,Ã¢â‚¬Â as they are known, regard the recordings of Bill Monroe, which established the bluegrass sound in the 1940s, as a standard against which the genre should still be measured. Ã‚ Text 2 Bluegrass isnÃ¢â‚¬â„¢t simply an extension of folk traditions into the era of recorded music. In reality, Bill Monroe created the bluegrass sound in the 1940s by combining Southern folk music with commercial genres that had arisen only a few decades before, such as jazz and the blues. Since bluegrass has always been a mixed genre, contemporary bluegrass musicians should not be forbidden from incorporating into it influences from rock and other mainstream genres. Based on the texts, how would the author of Text 2 most likely regard the perspective of bluegrass purists, as described in Text 1?"
96499989,ENGLISH_CONV,Boundaries,,,"Fans of science fiction will ______ multiple references to classic sci-fi stories in Janelle MonÃƒÂ¡eÃ¢â‚¬â„¢s song lyrics, including her recurring nods to the plot of the 1927 sci-fi film Metropolis. Which choice completes the text so that it conforms to the conventions of Standard English?"
9671d61d,CRAFT,Words in Context,901D Upper,,"The following text is from Claude McKayÃ¢â‚¬â„¢s 1922 poem Ã¢â‚¬Å“Morning Joy.Ã¢â‚¬Â The speaker is looking out a window and observing a wold, or large area of land. Ã‚ At night the wide and level stretch of wold, Which at high noon had basked in quiet gold, Far as the eye could see was ghostly white; Dark was the night save for the snowÃ¢â‚¬â„¢s weird light. Ã‚ I drew the shades far down, crept into bed; Hearing the cold wind moaning overhead Through the sad pines, my soul, catching its pain, Went sorrowing with it across the plain. As used in the text, what does the word Ã¢â‚¬Å“drewÃ¢â‚¬Â most nearly mean?"
96802cc0,INFO_IDEAS,Central Ideas,901D Upper,,"For centuries, the widespread acknowledgment of the involvement of the cerebellumÃ¢â‚¬â€a dense brain structure in vertebrates Ã¢â‚¬â€in coordinating motor control in humans has hindered recognition of other possible functions of the structure. Neuroscience research from the last two decades now suggests that the cerebellum regulates emotion and social behavior, and recent research by Ilaria Carta and colleagues has identified a pathway connecting the cerebellum to a center for motivation and reward processing known as the ventral tegmental area (VTA). Which choice best states the main idea of the text?"
96953201,ENGLISH_CONV,Boundaries,,,"In her two major series Ã¢â‚¬Å“Memory TestÃ¢â‚¬Â and Ã¢â‚¬Å“Autobiography,Ã¢â‚¬Â painter Howardena Pindell explored themes ______ healing, self- discovery, and memory by cutting and sewing back together pieces of canvas and inserting personal artifacts, such as postcards, into some of the paintings. Which choice completes the text so that it conforms to the conventions of Standard English?"
96a86bce,EXPRESSIONS,Rhetorical Syntesis,1000D Upper,,"While researching a topic, a student has taken the following notes: CambodiaÃ¢â‚¬â„¢s Angkor Wat was built in the 1100s to honor the Hindu god Vishnu. It has been a Buddhist temple since the sixteenth century. Decorrelation stretch analysis is a novel digital imaging technique that enhances the contrast between colors in a photograph. Archaeologist Noel Hidalgo Tan applied decorrelation stretch analysis to photographs he had taken of Angkor WatÃ¢â‚¬â„¢s plaster walls. TanÃ¢â‚¬â„¢s analysis revealed hundreds of images unknown to researchers. The student wants to present TanÃ¢â‚¬â„¢s research to an audience unfamiliar with Angkor Wat. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
96c720af,ENGLISH_CONV,"Form, Structure, and Sense",,BB9 UPPER,"Atoms in a synchrotron, a type of circular particle accelerator, travel faster and faster until they ______ a desired energy level, at which point they are diverted to collide with a target, smashing the atoms. Which choice completes the text so that it conforms to the conventions of Standard English?"
96d1c1fe,INFO_IDEAS,Inferences,,,"Tatiana R. Feuerborn and colleagues analyzed the genomes of more than a hundred domesticated dogs from sites in Siberia dating from 11,000 years ago to the present. They found that the dogs constituted a genetically isolated population of Arctic breeds until approximately 2,000 years ago, at which point there was substantial interbreeding with Near Eastern dog breeds. Furthermore, beginning around 2,000 years ago, some sites contain artifacts consistent with a Near East origin, like glass beads, but the people show no evidence of having traveled extensively outside Siberia. From this, Feuerborn and colleagues concluded that around 2,000 years ago ______ Which choice most logically completes the text?"
96e5da01,ENGLISH_CONV,"Form, Structure, and Sense",,,"The alga species ChlorellaÃ‚ vulgaris is very efficient at making oxygen. For this reason, scientists are currently exploring ways to use this species in space. C. vulgaris might be used, for example, to build future biological air exchange systems that ______ oxygen for astronauts.Ã‚ Which choice completes the text so that it conforms to the conventions of Standard English?"
